Lib_GGA.65_S2_R1_001	Lib_GGA.71_S4_R1_001	Lib_GGA.88_S6_R1_001	Lib_GGA.90_S8_R1_001	Lib_GGA.64_S1_R1_001	Lib_GGA.70_S3_R1_001	Lib_GGA.87_S5_R1_001	Lib_GGA.89_S7_R1_001
STAMBPL1	5.18968151452633	5.72227289554722	5.49338659829956	5.94041512479862	5.87229749469559	6.09344709955937	6.08980163121885	6.02802450822653
RPS5	6.90728701148251	7.17982114956837	6.91669041779912	7.33254608676299	7.43416886873973	7.55076327724862	7.10873563235433	7.55380071151386
ARID1B	7.01837847211342	6.65593036174301	6.45521819906741	6.5570278358802	6.66604671323482	6.23118489903288	6.32864156031883	6.1575987345687
ABCE1	8.09436350377689	8.09564277128773	8.15204054767769	8.15291605827026	8.33444910742258	8.33623615947619	8.38926504708486	8.48206002563429
ACSS2	4.74275845274824	3.91758335341931	3.76101961994813	3.45642959964699	5.02352875832313	4.32723261095762	4.16947994093925	3.99414821168031
AL391863.1	1.70021869666572	1.51288477906814	1.08441515227221	1.06731414231299	1.11828539708737	0.591393101463572	0.740119903302589	0.293631106417115
PIK3R1	6.9282142784593	6.91169065725764	6.95583364967192	7.08272786991873	7.36591657072238	7.19969452603975	7.45547840092934	7.20744539831076
FAM222B	5.1059091291368	4.90773970139113	4.28025491090226	4.66313868135736	5.7163770165882	5.10762325531068	4.77499011082549	4.96389245287133
AL139383.1	1.17517078072247	0.960375944532966	0.88756143864166	0.801898929919068	1.66272645305898	1.56287393735908	1.38771612563746	1.56376934502675
ZFYVE19	4.9895302432267	4.75035902236445	4.89467339033582	5.12121767112084	4.60466123751074	4.41551693152812	4.59604069075486	4.71593714890498
FERMT2	3.40189198870632	2.8182836820462	3.31674318638979	2.26159812829601	1.85008975473209	1.26994521691538	3.22029710136308	1.44918141947491
PRKCQ	6.65777432342946	6.7852706501988	6.55106946331435	6.92954715666096	6.89831690696742	7.06267504974989	6.96086471829058	7.18001114009527
AC008555.4	1.68319113376299	1.86721933010509	2.08597920225465	1.6014839836335	1.13760867593161	1.00963518416082	1.4925159903309	1.16444373133599
LEPROTL1	7.18829272352949	7.17075809250103	7.22276333651976	7.17896848042341	7.6784355417905	7.49830235217768	7.40904059945907	7.42581463768968
EIF2AK3	5.57724426787612	5.18931258045503	5.3269964556382	5.30520913304052	5.79909965644822	5.65129775091968	5.55988487810216	5.94764414267968
VARS1	7.6972094468247	7.23122025455802	7.02509180195313	7.23923958312591	7.83551832964809	7.53873872090231	7.36278726997983	7.75664292084
PDE7A	6.44508510081339	6.3333840381828	5.9855572051761	6.4147540341461	6.54825135211553	6.74110134342067	6.74820854386172	6.83445897303814
CCDC28B	3.61441664502814	3.76133295347726	3.60025546410797	4.25665942830823	3.11591840210029	3.30793259211881	3.31479397962046	3.37398756316304
PSD	1.52016101255498	2.07579868869687	2.04604264635841	2.28495107020366	1.21241318318668	0.901981092532632	1.51259244109397	1.32470081244809
ATP2C1	7.11439591540508	7.113574882555	7.01435223928497	6.87191781289051	6.8066031377398	6.79617035462456	6.84391641246273	6.45288827030095
NET1	5.85798339589795	5.95651602928888	5.96963404751063	6.16548924084357	6.64299101699237	6.47549027710076	6.11217765202269	6.46030389449447
GOSR2	6.37854883251876	6.02013297663737	6.32985369531919	6.44097891851691	6.65770539231682	6.51027483967032	6.56448335145838	6.70258389083087
FKBP4	6.96169697994852	6.80980326509372	7.0626885232069	6.89439269681039	7.20836038861714	7.30283383408233	7.21171936757379	7.34932961961249
AC093323.1	4.64501608660599	4.51282442370688	4.28025491090226	4.64294694371855	4.79618586152626	5.04731727797016	4.71344151795262	5.15575877660337
AL132996.1	1.10018017580349	0.577078093303345	1.76366025380667	0.769152492162949	1.52276940617423	1.22597712012439	2.47869016262203	1.2807003491975
CRADD	3.16487883511961	2.54660618136024	2.68018616913635	2.89836179487775	3.68428492355746	3.23216319267686	2.97468855723428	3.49445708236391
ZNF394	5.12021337156254	5.18781590340308	5.12776601755933	5.11797039872058	5.60278357516177	5.67295204390282	5.31038006188835	5.41559709934489
AL157813.1	0.34129136101513	0.33894203898601	0.254826644011359	0.555337350119837	0.953608331191271	0.873763818225373	1.01805521247765	0.839979673115908
ZNRF2P1	1.33633263545515	1.0684283899703	1.49365152186055	1.58276163111674	0.742662228639235	0.406793868747008	1.04587445074261	0.956432788658849
ACVR1	5.14840328355018	5.02637000871085	4.67660976291035	4.46525121304123	4.9773548655271	4.55976009426026	4.13427968001434	3.47993715231701
FUOM	3.48284187582064	3.85483671072765	3.1509248931322	3.41469388111814	3.05624552091112	2.990780933811	2.70492469865892	3.00629511894776
ARL5A	5.76191379773028	5.66533500319824	5.68651404743597	5.46453750598585	6.07005551023933	6.04207333612684	5.86132185528945	6.02385987713745
ATXN10	7.45099846459877	7.62600646414877	7.25267913001695	7.46144207069303	7.25084811339828	7.29054597833576	6.90262466266139	7.20744539831076
FAM177A1	6.10572700878957	5.93258772343633	6.00738514034714	6.30695089270427	5.83134984737255	5.70933386863766	5.67458628533927	5.69452689411204
PLPP5	5.69341009869477	5.42098553756389	5.57983869259953	5.36121279652062	5.28522910372123	5.03303508998642	5.25037260563797	5.15118402376867
CREB3L3	1.91963843290637	1.51288477906814	0.946598614949241	0.89590159725471	0.303550050730033	0.48349043810627	0.838835197561325	0.154273021564897
MFSD12	5.56218864951221	5.44999346695076	5.49709411771628	5.57759775118603	5.30031160531374	5.09698307519221	4.83002560153971	5.3059975145798
ITGA6	3.07635303939857	2.66320961208397	3.24211852716963	2.5869160970929	2.24696805546037	1.8210998531192	2.21025954802348	2.46321127737726
FUT8	8.48052316457072	8.4676735752625	8.29768259972755	8.05909990986817	8.76016979721224	8.63426189945477	8.56762278128667	8.40281383440355
ANP32A	6.32877788981787	6.10742601408502	6.12786092535431	6.2375792421326	6.36570203887724	7.05915544951052	6.59422626408497	6.88446861140761
WDR43	7.7127629023286	7.59500619050132	7.41793077177375	7.5314568051296	8.06494138895374	7.82946355153596	7.62873559698735	7.83669685161016
SYNM	0.937383353176823	0.988157171511264	1.1859106620789	0.83391855253547	0.525149859620407	0.445651761401476	0.59702438063367	0.337244834061302
PTAR1	5.14374305066606	4.92401225360106	4.66786455225593	4.88184768419302	5.25015096582964	5.40121863253435	5.18307060951127	5.39510722809007
XPOT	8.52659522959976	8.33603888154613	8.29075712256803	8.38489346362753	8.61509959397738	8.60425343760268	8.82634368230867	8.86588912892665
MCM4	9.3143700831466	9.3019915715982	8.78341910687286	9.16667728719202	9.41830220325285	9.54540032555611	9.21496964188212	9.54832059114065
PLD1	1.78246640204196	2.75500860349243	2.50468523905122	1.91760256419498	2.87815015346368	3.01035384204971	3.35426653085096	2.46321127737726
KCTD9	4.96508394847542	4.72581696357738	4.67660976291035	4.43946778568721	5.30138291719328	5.26391645767085	4.90598868788218	5.48024805236321
SCML1	1.37925525414881	2.21161557383455	2.73144761338481	2.59628072587556	1.33465670894245	0.366860329795692	1.20238576986816	1.23531559486202
RFX8	0.878762536790659	0.613208615608487	1.25760506995222	0.435238304768949	1.41603745357325	1.35405477631616	1.69934090041511	1.14002439616453
ACAA1	5.16689512211296	5.41332134065813	5.16863469428462	5.73425530443747	5.7738511501271	5.77374058648932	5.67792364092758	5.84657385312933
ZNF692	4.41683303469952	4.39324355309752	4.2745057507613	4.28299426984866	4.77165908067294	4.8959508888791	4.58660142551414	4.61545434529879
IFT22	3.62337117137046	3.99493326717698	4.13235194305094	3.67988060755352	3.47234613390252	3.30265049865364	3.119174107753	3.11051485042455
SCUBE2	1.19932575193408	1.14446776135644	1.93380240918866	2.03243781196242	0.268919913136213	0.98346536359068	1.01805521247765	0.460692605445793
NIFK	6.75519369097206	6.97249736391157	6.70699775683134	7.0689203023916	7.14233583277641	7.23617040923593	7.12268131783116	7.23112006480159
UBE2S	6.20301233193192	6.43906913287654	6.13343001323846	6.66276249517618	6.65812360575584	7.01623657099462	6.35459428643694	6.83920690022562
CRYZ	5.91652697721623	6.00831053272537	4.68096256911301	5.37215729730364	6.48836387506348	6.1824102235194	5.38578764067367	5.61812938367727
LGALS8	6.5332448912574	6.54632433790753	6.0271792728506	6.68597381189045	7.05452099524029	7.10615004631049	6.23053898051859	6.86178194063243
SLAMF1	7.70408418553887	7.97262075235168	8.06604526350439	7.903719668548	7.73443885283018	7.3538403863435	7.37140171437031	7.31667802530215
BBS7	5.70610969990163	5.77306180538779	5.63360081266106	5.78222587380047	5.47568463185561	5.32250409593872	5.16732671593709	5.5490975673992
FAM111B	7.5328801888494	7.24063444521056	6.82919530638709	7.28773120374892	7.30739791965529	6.74889016287035	6.67103955592261	6.64734585848678
PTGES2	4.56826225448637	4.60989829865725	4.7068071668877	4.68962877897239	5.00392062037371	5.12118918155271	4.85971738476164	5.1542354702497
MGAT3	0.54352147886712	0.462917939693709	0.946598614949241	0.516404719058049	0.717200192327403	0.785641360886787	2.19791410274477	1.56376934502675
SLC25A22	5.00674169533348	5.19826018235387	4.87770875966482	5.12445765084947	5.43721464189877	5.4979815061374	5.14016136683925	5.46681141740545
CALD1	3.03668482737614	2.85646614698391	3.75277282053058	1.79283000540908	3.69736587424987	3.15219278049819	4.76246955821593	2.0824778414213
MBTPS2	5.2268768650634	5.35583752129372	5.75107346735	5.35846364902825	4.83960493342257	5.0040394184433	5.10257464095094	5.179915440804
MDH1	8.467839679725	8.61122728066708	8.52714670615246	8.70629601230967	8.90339821931554	8.91819965000168	8.66501422887746	8.95902338850075
LINC02086	1.55801527404569	2.54660618136024	1.88935400440952	2.95040776872469	0.402715892662566	1.31261286143791	1.88019910558284	1.1884566103329
RAB5B	6.59258445116588	6.29288577773311	6.52527831403511	6.4788107736736	6.28676496898564	6.10714634985732	6.15671228075015	6.13538037363109
NCS1	3.90618502543844	3.63082890116214	3.35538207455036	3.05598783148306	3.65441178936432	3.0922291653939	2.73940732705359	2.24013209533057
MX1	5.11704688506463	10.3899838673005	6.8910884311099	11.3622599224324	5.01702227864773	7.83450503660796	4.61008479065458	6.509982095908
AC008074.2	2.27823537994649	2.45997930472033	2.49482944331631	1.80902959514585	2.06718099188599	1.31261286143791	1.47215620954	1.1884566103329
TBC1D1	5.00502976079936	5.26649351619245	5.00467979875144	5.36395671529903	5.51869300185321	5.52317946512551	5.23535004911819	5.76508681879916
MYLIP	5.01015948216736	5.14988527654218	4.15129844285424	4.54962039530597	4.8022529542527	3.92138241343337	3.82473847332613	3.37398756316304
PBX4	3.58721468294755	3.49703589362905	3.01960919655849	3.16069138088461	4.10083105755074	4.0903001090939	3.30906583729659	3.61008934226824
TARS1	8.61398587610286	8.59226068976055	8.46224610359945	8.7662511953067	8.93609765423337	8.74330971146946	8.90249584828192	8.98753142055025
AC034238.1	0.652516161163201	1.0684283899703	1.69645298196715	1.61996647909127	0.268919913136213	0.406793868747008	1.01805521247765	1.14002439616453
GFM1	7.46414176477034	7.4164249652007	7.66699627358232	7.58211908562198	7.85461946009947	7.81631897333497	7.88122319132315	7.76065278950167
TCEAL4	3.7757187864342	3.56317584036526	3.8292769696036	3.91507783444581	3.65105404455346	2.88872333189203	3.119174107753	3.14773471782509
ADAM12	3.15873258471665	2.10146274880104	2.31607696490861	1.29140473750878	2.21093531059275	1.20348014810556	1.89556976268919	1.01131409337455
TACC1	8.74885493583326	8.36612595328853	8.08176762945761	8.17456803560427	8.80136046293097	8.68728474698094	8.62450982428575	8.70924576074703
NEK9	5.73840876040862	5.40818916251283	5.35858814829314	5.60104607760936	5.19126477143738	4.88185214307298	5.26819559491237	5.1724098422413
UAP1	6.5544680701156	6.52573869611615	6.62916955994135	6.34772044119516	6.21296827068356	6.18886643416424	6.13906305304433	6.20471850109151
MTMR12	6.43685459406269	6.1002836783887	6.23016362525994	6.28757167913338	5.89234357983813	5.87062507389739	6.01436560107634	5.91473455512305
C22orf39	4.6989566665455	4.77249494717874	4.5632889966653	4.84107213952505	5.20392348325866	5.22116189386231	5.12393949655493	4.95866580528853
PYCR1	5.51485297697138	5.39916368409449	5.45196237982509	5.33907152095337	5.80892596777945	5.59515589772214	5.95048970025585	5.71119863104639
SPPL2A	7.63215390585905	7.36470797173176	7.31316737989477	7.55385954755767	7.09770966830437	7.27073271592961	6.94663892858242	7.18001114009527
PNPLA8	6.30044450677099	6.1904847574533	6.27692116022233	6.23458385817995	6.1465631409718	5.83447967343185	5.84557992942458	5.88473568389399
DTL	8.12837529428571	7.99311719683728	7.68010214007864	8.22184502214854	8.28683443304313	8.31557038882726	8.19369303287094	8.46265281743398
SIKE1	6.57249670034544	6.5168255581614	6.28122797088867	6.74873153258732	6.94807399718581	6.84331495623625	6.71556288991947	6.88124941876957
DHFR	5.63483650692571	5.45870743329101	5.33806350698937	5.04973794829138	5.957673983008	5.78704065134138	5.54046025459238	5.58119491612877
MRPL4	5.33848165366479	5.41204000669854	5.17018367936294	5.56453685361215	5.65064528933897	5.7182877552888	5.45744878485878	5.89844891060103
AC006449.6	3.10220523497925	2.99298812258914	2.83663454083408	3.12878029945549	2.69463555036485	2.30597893587386	2.44774340726809	2.31838766247176
PARP15	5.12652557071506	4.97349514062783	4.72799620139036	5.1532946192935	4.66083332613357	4.66023570790212	4.52121802497084	4.50505727933466
TMEM14A	6.39432888170926	6.51324482701694	6.2790761726702	6.68213110006141	6.21638002520802	6.19101209981012	5.97962940028972	6.22879947254179
CADM1	2.82012127856439	2.02305896516484	3.75277282053058	2.8907709803623	2.97263672489119	3.07374306914292	4.33364649337951	3.74168885820462
ATP13A3	7.49770343338402	6.86328795083443	7.20888892981453	6.36220227863698	7.84785281023127	7.63592060795661	7.28613509485955	7.37113108708523
AC009654.1	0.251732147905312	0.577078093303345	0.10738918189874	0	1.50799696505158	0.98346536359068	0.558917347318884	0.104659342761749
TSEN15	7.24342162382932	7.12691353257933	7.08297712633367	7.42084179850978	7.6784355417905	7.32775016554198	7.53860011590888	7.60069096518941
STT3B	8.55466058258123	8.26116178919798	8.39561261892296	8.45509334287414	8.90990987279026	8.61027855033463	8.56612268667933	8.66138917971143
FAM221A	3.91714980542313	3.85105934933052	3.98524294174924	4.29454609347441	3.10122997598282	3.49090353184672	3.55152025822548	3.93150046931128
HHAT	2.32289474032775	2.45997930472033	2.80507843546178	1.90258349806772	1.56620027817207	1.3334826179316	2.37284320070347	1.48839739222292
ABCA2	5.20168868310583	4.99419333696968	4.00620860455795	4.76630001755795	4.55162554127308	4.0903001090939	3.77988777341955	4.50026889300329
DCAF17	5.43191151252282	5.11723430296874	5.07582292124189	5.37759856935785	5.63967521175455	5.53336220118513	5.71846187507842	5.64223729564799
IQCG	5.05717731130344	5.27215430235614	5.03560025844827	5.27491319434922	4.67743219708038	4.88008007259594	4.81191271512691	4.88343204291064
GADD45A	5.54344033886262	5.06764304659567	6.06680278833604	5.46836747398513	6.02536989832898	5.65958537539684	6.11299976550968	6.01800912242019
MRPL58	4.93123003369814	5.34915794618894	5.26165876509496	5.37488049861855	5.65148569647577	5.71630279961643	5.45874284290541	5.70184449628026
PPP2R5E	6.56902482599883	6.34886857139642	6.12146981786681	6.24578462408826	6.77918161580682	6.66904241250525	6.37255600453197	6.66617267047645
STAG3	2.38739402763341	2.59257562882809	3.07357803631383	2.98646648588156	3.50246910164925	3.10442293120525	3.79635889651613	3.21941200182298
NIBAN1	8.20940363643496	8.12682914625172	8.25944725508474	8.63992527097495	7.67657896694155	8.00517636754311	7.98747711781704	8.28456214128348
AC245100.3	0.204777540400727	0.249946936560728	0.388583874312887	0.349231787948998	0.554201062516905	0.52036200182128	1.07316738803231	0.839979673115908
COPG1	7.84160622139544	7.44489743513337	7.76122156130987	7.65394468189699	7.98251783865794	7.91134366527734	8.03791488513921	7.9779385134408
ZNF334	2.88112323536595	1.89683471453849	2.98482381733089	1.80902959514585	2.04688417831629	0.929657043622241	2.76473897469727	1.01131409337455
CCND2	11.4357019665914	11.1021868572967	11.7670197536833	11.1375411982033	10.5234629316898	10.5278724168473	10.9757874191699	11.2266489180298
AF117829.1	2.05816194868162	1.85218049603975	2.34927411831366	1.87206800266982	1.52276940617423	1.03533874153505	1.7843686997078	1.38828327566756
DNAJA3	7.1909303796992	7.1850817589543	7.3194629681354	7.37397039065174	7.57282267281446	7.52321093633387	7.51795400685613	7.59957207244482
JAKMIP1	4.29041883134826	4.29934295922088	3.55354422744633	4.37835659613344	3.29868845071961	3.43888839201701	3.54178416321653	3.67101172652802
PVT1	5.70716297111886	5.88258169770849	5.97230014161443	5.44264017844656	5.43135463361865	5.19431711947595	5.78600024242348	5.00503764239231
GLT1D1	1.57657633907356	1.19302163445819	2.18736851402871	0.769152492162949	0	0.28351592509923	0.479543840033103	0.574404838392923
BHLHE40-AS1	5.68915193383748	5.68668600247449	4.6831340572228	5.6857317161437	5.48325704611013	4.999149638764	4.35881718683419	5.32643105874148
ATL2	6.49289520737425	6.43906913287654	6.52042867177045	6.36904762973052	6.72591880988376	6.69144472466782	6.80221801027379	6.76977905695812
SEH1L	7.78960259033368	7.54736573903828	7.52046481920625	7.43526376093021	7.99067652327533	7.88264710296996	7.85615490406605	7.66012609435959
HTRA1	0.652516161163201	1.14446776135644	2.19955547259188	0.593246892177707	0.159743893098963	0.659090478553203	0.351641802130963	0.337244834061302
SRGAP2	5.64915641849801	5.49304631741135	5.65588430881031	5.64682947230361	6.04084710180652	6.14157574320546	5.85838329831688	5.90389791077059
AC245297.3	1.48128668399529	1.67549762708488	1.69645298196715	2.03243781196242	1.15667655815342	1.00963518416082	1.12625146907606	1.11518460772085
CANX	10.602934007843	10.3317127895799	10.2055803552463	10.1527834093035	10.7291957249948	10.5190391562576	10.5101142830844	10.614290387681
TOMM40	6.81063638278199	6.65917427926284	6.56114013228982	6.75344783891063	7.07502464285986	7.06657567250247	6.72742207743789	7.12196839894693
ZFYVE26	4.67976956883866	4.69664671511937	4.60511719285964	5.09833175989169	3.98025045536637	4.06244378819073	4.58185853170809	4.35665664975108
MFSD10	7.27714751771065	7.07927496714274	7.52984600867077	7.12782141703941	6.88265525721995	6.85328452559658	6.79403933269021	6.92344337038235
SPAG5	7.78786132480066	7.57482207471459	7.69739345966781	7.78282185140566	7.93118887877395	8.00395643765447	7.96534170341785	8.11070637502577
SLC30A6	6.7829316202061	6.48671100435275	6.5990101387127	6.49517261311494	7.047514766199	6.84513273703448	6.77286735831201	6.89681864253957
TPST2	5.93732159878182	5.87236908229025	5.38150179550185	5.76052394050613	6.21068927702834	6.04207333612684	5.83266191733696	6.20250925859645
AHCY	6.17967854612683	6.01085208211777	5.89572152305641	6.10362903905773	6.33045143546421	6.35754789681881	6.23960134903828	6.52007057555873
CEP250	6.07096603286212	5.84414335936419	5.73022311657634	6.05521634877831	6.17839948461512	6.17158524951113	6.23356609951814	6.54469673179048
AC084809.2	0.786107805517538	0.462917939693709	1.5707359299049	0.769152492162949	0.041624571258395	0.366860329795692	0.479543840033103	0.104659342761749
MOSPD1	5.11546103177079	4.89311949787791	5.22337628559719	4.92150237770251	5.46997912318382	5.31858418711914	5.4326385365349	5.27829465208923
AC108134.3	0.204777540400727	0.422764844251278	0.345361517009291	1.14594252989738	0.434312176120518	1.03533874153505	1.9258283493164	1.70363853505181
PCGF6	4.90393054304483	4.65175473726799	4.63683198075376	4.54962039530597	5.27544927715677	5.04573733245921	4.83999091484525	5.03182998377224
CYB5R4	6.03450787859928	6.18148865107661	5.71968384019419	6.32255113280095	6.46273774792221	6.56479412320126	6.21913037660348	6.41268135355872
USP36	6.44634717538919	6.17092179911032	6.12546757668662	5.86203255845198	6.76682494543799	6.40576473886243	6.34692725899721	6.43606242263854
RPL13	8.13953667635687	8.35683259250706	8.28772788952116	8.39280829664303	8.67128886791375	8.72294069484371	8.36358864777552	8.72228371073158
RCN2	6.69541345811038	6.57294060394883	6.47665835938654	6.37041281095369	6.84274074340878	6.99674385120214	6.72903171259988	6.95877736544403
EMG1	5.73428154797053	6.20016764988996	6.03824828754731	6.19506712229035	6.32466731696876	6.57029927635728	6.18200449311233	6.50461243790446
SCP2	7.40403042296594	7.30175778518772	7.21940074126038	7.49280583908596	7.73165991965079	7.58052977468267	7.4570980014511	7.72595196025065
EIF3G	6.18950966872625	6.14570365349618	6.20242412737424	6.31264324418953	6.51815765837955	6.49298739139356	6.42712173795046	6.56776575137336
MSH3	5.76899215139147	5.65453982933064	5.94722288282122	6.22253974085459	6.20897766612249	5.85717644872041	6.25084983981995	6.51592503589437
ZNF600	5.00159978539136	5.22331445336223	4.85669959059302	4.85479243786665	4.73089173440672	4.54641468031098	4.62860008852611	4.36721464806034
STT3A	8.26464116277657	7.88897491607398	7.83850877497033	7.88067239446855	8.48028787068612	8.20737662267121	8.01126373836515	8.3133408939423
BAG4	6.22744369099365	5.9218241854816	5.88160852764147	5.97402983950934	6.44102934370836	6.19172661312928	6.19991323425429	6.37786281590193
PLPP1	5.24149058488267	5.35716973320215	5.61438540644419	5.50363191008213	5.06448945279089	5.10307278373073	5.0365134847989	4.87235678918279
AC104365.2	1.53921229497211	0.932049227532452	1.32590467854737	0.555337350119837	0.742662228639235	0.32578989392293	0.705654507389112	0.379578683815758
ESF1	5.25018828655457	5.50991404572901	5.33392330515076	5.35570925285655	5.77153376838577	5.83356433310116	5.64419749940246	5.55949265544362
MYO1A	0.50527989364475	1.30770498996878	1.08441515227221	1.12020629310503	1.30077399993988	1.83580189938946	2.14744797096254	1.42916630626932
PHB2	7.35144545650944	7.45613092615929	7.66315119451883	7.48935445776409	7.85169723515341	7.96164339112923	7.68150723321855	7.95755923187716
EIF3E	7.46102325095174	7.73736659685999	7.42800055151896	7.63957974330359	7.79578021816914	7.89256919463256	7.80670644974924	7.90077989606984
CLEC17A	1.91963843290637	1.19302163445819	1.60778669789586	1.42353448166364	0.717200192327403	0.844983621690875	1.15207857185977	0.679805477967254
MOCS2	5.61589340260324	5.45746579874693	5.46084927404961	5.35983887760884	5.89305438538006	5.96976626600166	5.60382721669152	6.02051949467664
PSMB8-AS1	4.76315808378273	4.44928429896963	4.50064555326429	4.63615307231581	5.02222980778161	4.89945415189537	4.91544453752072	4.94287128126119
RPSAP17	0.46599697153013	1.0154135212466	0.587173066922998	0.701341706737575	0.0820817938780034	0.445651761401476	0.306357493645871	0.104659342761749
NDRG4	0.993714953263825	1.6409123107531	2.85985675740281	1.17122769291513	0.554201062516905	1.03533874153505	2.18546210242123	0.809335978215898
TSR1	7.22956077107948	7.22430159540883	7.26033486683047	7.32094274411528	7.5587804590075	7.56241222657972	7.41505272647774	7.62783622283504
AP002505.2	1.76638770242119	1.69248425975827	0.659538336439052	1.38082181962427	0.792276571470927	0.873763818225373	0.558917347318884	0.746023956043924
IER5	7.09963258643016	6.98848937940058	7.53586617546465	7.13947862031696	6.92913919301068	6.64889076223876	6.38690204449122	6.57461513424007
LINC02381	1.24645525910325	1.77454090755734	1.84349252484584	0.83391855253547	0.525149859620407	0.659090478553203	1.38771612563746	0.537487729800118
LINC01578	5.74149643982659	5.53602834324565	5.67237392743432	5.38976691164322	5.58793427142442	5.24338692454932	4.922964846146	4.86864606317488
HIF1A	8.26105959637297	8.3109936293327	8.00334076342604	8.54186005173441	8.59830833933126	8.59685507475848	8.35874469174463	8.66045054329541
GNG8	1.84504699998953	2.61056096997791	4.26583882380064	3.28171337811957	1.4473464544925	0.815617584845652	3.4768457067455	2.47302013292612
POFUT1	6.84979086187407	6.87309927792324	7.58720800421281	6.72277982679518	6.30236669744495	6.63161671850625	6.93227146640548	6.60001454159226
RALGDS	4.60262859680588	4.46172285672463	4.13235194305094	4.58532904805543	4.35309340923287	4.0212328752769	3.77574044127833	4.00433003257491
HMCN1	2.64651922398519	1.70927321306693	2.27059134549583	1.87206800266982	1.15667655815342	1.15740560370774	2.01297302906165	0.679805477967254
C5orf15	6.92187718463218	7.08008197172665	7.16333901754471	7.00047533363394	6.77417447585422	6.78248033682166	6.65419437956434	6.67841213494672
ZSWIM5	1.73368252031932	1.89683471453849	1.90432281434064	1.67403437821418	1.17549570695735	1.10981092109906	1.55192614710673	0.956432788658849
ANXA6	8.31525349453066	8.28130153957705	8.51042910153412	8.6799753461012	8.07107874336588	8.17196746682711	8.06832748853322	8.25661800589585
SRSF1	7.64842073814515	7.597544691163	7.23650558295123	7.55325861972158	7.85935548750239	7.80748891174936	7.55321177993708	7.90667254288695
POLR2B	8.07368727809042	8.06865476216035	8.07867807249793	7.99726274260191	8.38951136551723	8.22161537008079	8.38824671734842	8.27495704043536
WDR12	6.09611022450065	6.25979066548869	6.11906583433972	6.22857436803806	6.33621245658127	6.6045068822031	6.3882609231703	6.51295662601695
ISL2	0.204777540400727	0.295130605819548	0.345361517009291	0.801898929919068	0.664886989186792	1.10981092109906	1.3658106299089	1.01131409337455
POM121	5.55167272002356	5.09025040771043	4.77761511487324	4.90652406666023	5.71798254253212	5.51635082554499	5.17836545524813	5.28248414576978
PANX1	5.2429438481385	5.23640440520953	5.04913279786744	5.25583466546305	4.70845340059593	4.74835074525026	4.69818309358934	5.10619705331801
AC004918.3	2.65527729332269	2.60159632597761	2.29351340790543	2.18918176348394	1.70219637944825	1.7607459965663	2.081776749881	1.58201274406262
WDFY3	2.4185935907865	2.24654029281045	2.37098862858845	1.94717961694843	1.70219637944825	1.58044020999755	2.05464773612426	1.2807003491975
PPOX	4.62062798169323	4.5828229508488	4.78167401112368	4.70269363313845	4.33646661839098	4.15913693935961	4.44752527946325	4.28885873244231
XPO5	7.14736222098129	7.24639740668967	6.95313692262021	7.38211440970067	7.51373638439837	7.4846649018718	7.51297957870069	7.53840974756131
GNPTAB	8.11950227327747	7.9104588443157	7.71766130430666	7.56552788671147	8.28805090926411	8.29210773432746	7.90965342996198	8.12166026538273
NAT14	3.21312834953938	3.11139868268985	3.68937177579009	3.10273328042327	2.96183652703534	2.49382520618531	2.73940732705359	2.59481399085569
GPD1	0.848534011758003	0.812829650523504	0.857111460775971	1.19607732194272	0.402715892662566	0.28351592509923	0.479543840033103	0.154273021564897
HNRNPA3	6.62638294961658	6.74360230003589	6.21223133019406	6.69744091454702	6.93501834837814	6.92679662542751	6.57107960602964	6.99028151061997
GPATCH4	6.06276061861089	6.36153596557913	6.32568983192308	6.2969349113708	6.63578951963614	6.67824907964775	6.41250438084194	6.78806577909966
VCP	9.65248054124119	9.53650742401072	9.45218409766266	9.60891970847823	9.84015675762759	9.88861465020567	9.59551151967617	9.9169976100004
RETREG1	4.36705542434477	3.9983525269344	4.40915731743258	4.35372067365104	3.7979511371626	2.76359599531198	4.21919426587992	3.76582946129274
B2M	13.0004648492684	13.4324938818688	12.9459738971472	13.6767145577191	12.9913248168296	13.0377955526322	12.6344709242584	13.0064348709566
TKT	6.6129584169772	6.61252424997133	6.29193908213542	6.66943249383915	6.76488461947651	6.96950392323863	6.58655190042886	7.05415975111477
POLI	5.18364024643066	4.71961565645363	4.93532157224851	4.94734596101817	4.38981753923519	4.0180135046132	4.96909892765792	4.06719797602788
IGSF3	2.60191316508323	2.81052440909547	3.57708888818288	2.4897664394893	0.742662228639235	1.03533874153505	3.46143551158164	1.48839739222292
ZFP90	5.03049789524444	5.02133694956548	5.2396968591768	5.17845236899836	4.58368033499731	4.65195182919017	5.0842462316666	4.46875088520054
KHDRBS3	1.17517078072247	1.37237956144016	1.58938025117112	1.06731414231299	0.691280692260677	0.445651761401476	1.01805521247765	0.645520459695899
CNNM2	3.26554746421145	2.77906314137661	2.6714626763939	2.78827407511485	3.58220388668123	3.38991731013432	3.49713987781124	3.18401845603104
SETBP1	3.47791342238626	3.39695874416984	2.4547188362156	2.99357132699467	4.1396832759	3.64493494564797	2.98908961740338	3.49926476515905
COL6A2	6.49959769761836	5.83365398278063	6.49346026009827	5.00824646509224	2.46915443966728	1.68156999915719	5.62126727261977	4.1212162176822
